ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,Send Count Group,Open Count Group,Click Count Group,Unique Open Count Group
8241,POR,Limited,RENEWAL,Web,79,USD,3/15/19,12/15/19,275,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
8252,ITA,Limited,RENEWAL,Web,79,USD,6/17/19,12/30/19,196,No,Yes,6/17/19,6/20/19,Off,US/Canada,Consumer,Web,No,Yes,88,1,0,1,0,1,1,1,1
8259,ESP,Limited,RENEWAL,Web,35.97,USD,1/4/20,7/4/20,182,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,35,34,15,8,3,1,1,1,1
8260,ALL,Limited,INITIAL_PURCHASE,Web,102.35,USD,3/29/20,3/29/21,365,No,Yes,3/27/20,3/30/20,On,US/Canada,Consumer,Web,Yes,Yes,12,8,8,1,1,1,1,1,1
8261,ESP,Limited,RENEWAL,Web,35.97,USD,1/2/20,7/2/20,182,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0,1,1,1,1
8263,ITA,Limited,INITIAL_PURCHASE,Web,38.06,USD,10/21/19,1/21/20,92,No,Yes,2/14/20,2/17/20,Off,US/Canada,Consumer,Web,No,Yes,2,1,0,1,0,1,1,1,1
8268,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/2/19,5/2/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,8,0,4,0,1,1,1,1
8273,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/23/20,4/23/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,21,10,7,5,2,1,1,1,1
8274,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,3/20/20,6/20/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,187,53,6,38,3,2,1,1,1
8279,ARA,Limited,INITIAL_PURCHASE,Web,37.81,USD,3/26/20,7/4/20,100,No,Yes,3/26/20,4/2/20,On,US/Canada,Consumer,Web,Yes,Yes,2,2,0,1,0,1,1,1,1
8280,ESP,Limited,INITIAL_PURCHASE,Web,42.35,USD,7/31/19,11/3/19,95,No,Yes,7/31/19,8/3/19,Off,US/Canada,Consumer,Web,Yes,Yes,191,12,0,9,0,2,1,1,1
8311,HEB,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/26/19,2/26/20,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,12,1,1,1,1,1,1,1,1
8315,ENG,Limited,RENEWAL,Web,35.97,USD,1/4/20,7/4/20,182,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0,1,1,1,1
8318,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/26/20,4/29/20,94,No,Yes,1/26/20,1/29/20,Off,US/Canada,Consumer,Web,Yes,Yes,29,24,9,8,2,1,1,1,1
8323,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/9/20,5/9/20,90,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,1,1,1,1
8325,DEU,Limited,INITIAL_PURCHASE,Web,37.77,USD,2/7/20,5/7/20,90,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,14,0,0,0,0,1,1,1,1
8329,FAR,Limited,INITIAL_PURCHASE,Web,39,USD,7/14/19,4/6/20,267,No,Yes,7/14/19,7/17/19,Off,US/Canada,Consumer,Web,No,Yes,15,10,4,5,2,1,1,1,1
8346,FRA,Limited,INITIAL_PURCHASE,Web,79,USD,11/14/19,2/14/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,4,3,0,1,0,1,1,1,1
8349,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/29/19,10/29/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,129,1,0,1,0,2,1,1,1
8365,ESP,Limited,INITIAL_PURCHASE,Web,38.58,USD,2/12/20,6/3/20,112,No,Yes,2/12/20,2/15/20,On,US/Canada,Consumer,Web,Yes,Yes,37,3,0,1,0,1,1,1,1
8368,ENG,Limited,RENEWAL,Web,79,USD,3/29/19,9/29/19,184,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,0,0,0,0,0,1,1,1,1
8370,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,8/20/19,11/23/19,95,No,Yes,8/20/19,8/23/19,On,US/Canada,Consumer,Web,No,Yes,40,2,1,2,1,1,1,1,1
8382,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/15/20,6/18/20,95,No,Yes,3/15/20,3/18/20,On,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,1,1,1,1
8384,TGL,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/29/19,11/29/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
8388,ESP,Limited,INITIAL_PURCHASE,Web,38.4,USD,3/30/20,7/6/20,98,No,Yes,3/30/20,4/2/20,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,1,1,1,1
8398,ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,3/21/20,6/24/20,95,No,Yes,3/21/20,3/24/20,On,US/Canada,Consumer,Web,Yes,Yes,9,5,0,4,0,1,1,1,1
8417,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/29/20,5/1/20,93,No,Yes,1/29/20,2/1/20,On,US/Canada,Consumer,Web,Yes,Yes,15,4,3,2,1,1,1,1,1
8425,DEU,Limited,RENEWAL,Web,35.97,USD,12/2/19,6/2/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,6,4,0,2,0,1,1,1,1
8427,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/6/20,4/13/20,98,No,Yes,1/6/20,1/9/20,Off,US/Canada,Consumer,Web,Yes,Yes,22,14,4,6,1,1,1,1,1
8438,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/27/19,4/27/20,183,No,Yes,1/10/19,1/13/19,Off,Other,Consumer,App,No,Yes,2,2,1,2,1,1,1,1,1
8442,FRA,Limited,RENEWAL,Web,35.97,USD,10/11/19,7/11/20,274,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,16,15,0,2,0,1,1,1,1
8447,ITA,Limited,INITIAL_PURCHASE,Web,38.13,USD,1/31/20,4/30/20,90,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,1,1,1,1
8459,ITA,Limited,RENEWAL,Web,79,USD,7/22/19,4/25/20,278,No,Yes,7/22/19,7/25/19,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,1,1,1
8461,DEU,Limited,RENEWAL,Web,35.97,USD,12/19/19,6/22/20,186,No,Yes,12/19/19,12/22/19,On,US/Canada,Consumer,Web,Yes,Yes,9,9,0,4,0,1,1,1,1
8467,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/25/19,1/25/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,0,0,0,0,1,1,1,1
8477,KOR,Limited,INITIAL_PURCHASE,Web,39,USD,1/3/20,4/10/20,98,No,Yes,1/3/20,1/6/20,Off,US/Canada,Consumer,Web,Yes,Yes,12,0,0,0,0,1,1,1,1
8486,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/13/20,3/13/21,365,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
8487,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/20/20,6/24/20,96,No,Yes,3/20/20,3/23/20,Off,US/Canada,Consumer,Web,Yes,Yes,16,14,1,9,1,1,1,1,1
8495,ESP,Limited,INITIAL_PURCHASE,Web,131.88,USD,8/4/19,2/4/20,184,Yes,No,NULL,NULL,Off,Europe,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
8501,ARA,Limited,INITIAL_PURCHASE,Web,39,USD,8/17/19,11/17/19,92,No,Yes,8/14/19,8/17/19,Off,US/Canada,Consumer,Web,No,Yes,39,0,0,0,0,1,1,1,1
8516,FRA,Limited,RENEWAL,Web,79,USD,5/8/19,9/3/19,118,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
8526,ESP,Limited,RENEWAL,Web,29.99,USD,6/13/19,5/16/20,338,No,Yes,6/13/19,6/16/19,On,US/Canada,Consumer,Web,Yes,Yes,27,25,0,1,0,1,1,1,1
8529,FRA,Limited,RENEWAL,Web,79,USD,8/13/19,5/13/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,4,0,3,0,1,1,1,1
8533,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/17/19,11/17/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,44,0,0,0,0,1,1,1,1
8539,ESP,Limited,RENEWAL,App,33.99,USD,12/5/19,6/5/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,1,1,1,1
8542,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/19/19,11/19/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
8543,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/7/19,10/7/19,92,No,No,NULL,NULL,Off,Europe,Consumer,Web,Yes,Yes,109,27,0,24,0,2,1,1,1
8545,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/29/20,7/16/20,109,No,Yes,4/9/20,4/16/20,On,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,1,1,1,1
8551,ENG,Limited,INITIAL_PURCHASE,Web,36.33,USD,9/10/19,12/10/19,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,0,0,0,0,0,1,1,1,1
8552,FRA,Limited,INITIAL_PURCHASE,Web,41.67,USD,12/23/19,3/23/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,10,2,2,1,1,1,1,1,1
8555,DEU,Limited,INITIAL_PURCHASE,Web,42.46,USD,12/31/19,3/31/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,12,4,4,1,1,1,1,1,1
8558,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/11/20,6/11/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
8561,DEU,Limited,RENEWAL,Web,79,USD,8/16/19,5/19/20,277,No,Yes,8/16/19,8/19/19,On,Other,Consumer,Web,Yes,Yes,10,9,0,1,0,1,1,1,1
8580,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/10/19,11/19/19,254,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
8590,ITA,Limited,INITIAL_PURCHASE,Web,39.6,USD,8/25/19,11/25/19,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,29,0,0,0,0,1,1,1,1
8591,VIE,Limited,INITIAL_PURCHASE,Web,71.79,USD,10/26/19,4/26/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,2,0,0,0,0,1,1,1,1
8602,ESP,Limited,INITIAL_PURCHASE,Web,38.85,USD,11/17/19,2/17/20,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,1,1,1,1
8612,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/24/19,3/13/20,141,No,Yes,10/24/19,10/27/19,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,1,1,1,1
8621,HEB,Limited,INITIAL_PURCHASE,Web,39,USD,7/30/19,11/2/19,95,No,Yes,7/30/19,8/2/19,Off,US/Canada,Consumer,Web,Yes,Yes,72,1,1,1,1,1,1,1,1
8629,ITA,Limited,INITIAL_PURCHASE,Web,41.48,USD,12/8/19,3/8/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,37,19,2,7,1,1,1,1,1
8636,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/28/20,5/28/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0,1,1,1,1
8639,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/20,4/13/20,95,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,4,2,2,1,1,1,1,1
8640,RUS,Limited,RENEWAL,Web,35.97,USD,11/17/19,5/28/20,193,No,Yes,11/21/19,11/24/19,On,US/Canada,Consumer,Web,Yes,Yes,10,9,5,3,1,1,1,1,1
8648,ITA,Limited,RENEWAL,Web,79,USD,4/15/19,1/15/20,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
8664,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/25/19,1/25/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0,1,1,1,1
8676,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/19,2/23/20,336,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
8692,CHI,Limited,INITIAL_PURCHASE,Web,37.77,USD,10/4/19,1/4/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,83,21,0,8,0,1,1,1,1
8695,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,8,3,0,2,0,1,1,1,1
8698,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/5/19,4/5/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,1,1,1
8707,ITA,Limited,RENEWAL,Web,79,USD,4/7/19,10/7/19,183,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
8727,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/26/20,3/26/21,365,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,25,14,12,2,1,1,1,1,1
8731,POR,Limited,RENEWAL,Web,79,USD,5/1/19,11/1/19,184,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,41,0,0,0,0,1,1,1,1
8732,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/20,6/4/20,108,No,Yes,2/17/20,2/20/20,Off,US/Canada,Consumer,Web,No,Yes,14,6,2,4,1,1,1,1,1
8733,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/12/19,3/14/20,123,No,Yes,11/12/19,11/15/19,Off,US/Canada,Consumer,Web,Yes,Yes,7,1,0,1,0,1,1,1,1
8773,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/9/19,5/9/20,182,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,1,1,1,1
8775,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/24/20,5/27/20,93,No,Yes,2/24/20,2/27/20,On,US/Canada,Consumer,Web,Yes,Yes,9,1,1,1,1,1,1,1,1
8785,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/10/20,3/10/21,365,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,38,10,3,6,1,1,1,1,1
8786,POR,Limited,INITIAL_PURCHASE,App,59.99,USD,12/2/19,6/2/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,1,1,1,1
8794,TUR,Limited,RENEWAL,Web,35.97,USD,11/25/19,6/3/20,191,No,Yes,11/25/19,11/28/19,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,1,1,1,1
8799,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/26/19,9/26/19,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,79,0,0,0,0,1,1,1,1
8804,CHI,Limited,INITIAL_PURCHASE,Web,33.99,USD,6/18/19,9/22/19,96,No,Yes,6/18/19,6/21/19,Off,US/Canada,Consumer,App,Yes,Yes,201,31,10,25,5,3,1,1,1
8808,ESP,Limited,RENEWAL,Web,79,USD,10/20/19,4/24/20,187,No,Yes,10/20/19,10/23/19,Off,US/Canada,Consumer,Web,Yes,Yes,8,3,0,2,0,1,1,1,1
8810,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/22/20,95,No,Yes,3/19/20,3/22/20,On,US/Canada,Consumer,Web,No,Yes,9,8,5,5,3,1,1,1,1
8834,ITA,Limited,RENEWAL,Web,19.99,USD,7/15/19,12/15/19,153,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,177,4,0,2,0,2,1,1,1
8852,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/20,6/24/20,92,No,Yes,6/25/19,6/28/19,On,US/Canada,Consumer,Web,No,Yes,14,10,0,3,0,1,1,1,1
8857,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/20,5/17/20,90,No,No,NULL,NULL,Off,Other,Consumer,Web,Yes,Yes,1,1,1,1,1,1,1,1,1
8878,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/20/19,5/20/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,5,1,0,1,0,1,1,1,1
8879,ESP,Limited,INITIAL_PURCHASE,Web,38.54,USD,9/9/19,12/9/19,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0,1,1,1,1
8888,ENG,Limited,INITIAL_PURCHASE,Web,38.06,USD,2/6/20,5/6/20,90,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0,1,1,1,1
8897,CHI,Limited,RENEWAL,Web,79,USD,11/15/19,5/18/20,185,No,Yes,11/15/19,11/18/19,Off,US/Canada,Consumer,Web,Yes,Yes,6,4,0,2,0,1,1,1,1
8899,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,9/9/19,12/12/19,94,No,Yes,9/9/19,9/12/19,Off,US/Canada,Consumer,Web,Yes,Yes,215,51,5,31,2,3,1,1,1
8913,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/11/19,2/19/20,100,No,Yes,11/11/19,11/14/19,Off,US/Canada,Consumer,Web,No,Yes,1,1,0,1,0,1,1,1,1
8931,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/25/20,4/25/20,91,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,12,0,0,0,0,1,1,1,1
8945,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/24/20,97,No,Yes,3/19/20,3/22/20,On,US/Canada,Consumer,Web,Yes,Yes,16,11,6,3,1,1,1,1,1
8952,DEU,Limited,RENEWAL,Web,35.97,USD,11/21/19,5/21/20,182,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,2,2,0,2,0,1,1,1,1
8960,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/20/20,6/24/20,96,No,Yes,3/20/20,3/23/20,On,US/Canada,Consumer,Web,Yes,Yes,8,2,0,1,0,1,1,1,1
8961,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,7/13/19,10/17/19,96,No,Yes,7/13/19,7/16/19,Off,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,1,1,1,1
8966,ESC,Limited,RENEWAL,Web,79,USD,6/25/19,12/28/19,186,No,Yes,6/25/19,6/28/19,On,US/Canada,Consumer,Web,Yes,Yes,181,40,0,32,0,2,1,1,1
8968,ENG,Limited,RENEWAL,Web,79,USD,3/8/19,9/13/19,189,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,181,6,0,5,0,2,1,1,1
8985,GRK,Limited,RENEWAL,Web,79,USD,8/1/19,5/4/20,277,No,Yes,8/1/19,8/4/19,On,Europe,Consumer,Web,No,Yes,3,3,0,2,0,1,1,1,1
9005,ESP,Limited,RENEWAL,Web,79,USD,7/3/19,1/3/20,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,61,1,0,1,0,1,1,1,1
9006,ITA,Limited,RENEWAL,Web,79,USD,10/23/19,4/26/20,186,No,Yes,10/23/19,10/26/19,Off,US/Canada,Consumer,Web,Yes,Yes,36,35,28,4,1,1,1,1,1
9007,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/17/20,5/25/20,98,No,Yes,2/17/20,2/20/20,Off,Other,Consumer,Web,No,Yes,2,2,0,2,0,1,1,1,1
9008,ENG,Limited,INITIAL_PURCHASE,Web,39.5,USD,12/25/19,3/25/20,91,Yes,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
9014,ESC,Limited,INITIAL_PURCHASE,Web,38.25,USD,3/23/20,6/23/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,1,1,1,1
9034,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
9036,VIE,Limited,INITIAL_PURCHASE,Web,42.8,USD,3/2/20,6/17/20,107,No,Yes,3/2/20,3/5/20,Off,Europe,Consumer,Web,No,Yes,10,8,0,2,0,1,1,1,1
9040,ALL,Limited,INITIAL_PURCHASE,Web,86.29,USD,3/4/20,3/4/21,365,No,Yes,3/8/20,3/11/20,On,Other,Consumer,Web,No,Yes,1,1,0,1,0,1,1,1,1
9057,FAR,Limited,RENEWAL,Web,19.99,USD,10/7/19,2/16/20,132,No,Yes,10/7/19,10/10/19,Off,US/Canada,Consumer,Web,No,Yes,17,17,14,4,2,1,1,1,1
9061,ITA,Limited,INITIAL_PURCHASE,Web,70.56,USD,3/19/20,9/19/20,184,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,5,0,0,0,0,1,1,1,1
9066,POR,Limited,RENEWAL,Web,79,USD,7/23/19,1/26/20,187,No,Yes,7/23/19,7/26/19,On,US/Canada,Consumer,Web,Yes,Yes,14,0,0,0,0,1,1,1,1
9067,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/4/19,2/22/20,202,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,44,3,3,1,1,1,1,1,1
9076,FRA,Limited,RENEWAL,Web,79,USD,8/11/19,5/14/20,277,No,Yes,8/11/19,8/14/19,Off,US/Canada,Consumer,Web,Yes,Yes,12,5,0,2,0,1,1,1,1
9079,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/25/20,3/25/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
9080,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/28/20,3/28/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,0,0,0,0,0,1,1,1,1
9082,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/28/20,3/28/21,365,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
9084,ESP,Limited,INITIAL_PURCHASE,Web,38.85,USD,3/23/20,7/5/20,104,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,10,7,3,3,1,1,1,1,1
9088,JPN,Limited,RENEWAL,Web,79,USD,3/31/19,10/6/19,189,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,0,0,0,0,0,1,1,1,1
9115,ESP,Limited,INITIAL_PURCHASE,Web,39.07,USD,3/14/20,6/22/20,100,No,Yes,3/14/20,3/17/20,On,US/Canada,Consumer,Web,Yes,Yes,14,1,0,1,0,1,1,1,1
9124,TUR,Limited,INITIAL_PURCHASE,Web,19.99,USD,2/10/20,4/2/20,52,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,52,25,2,14,2,1,1,1,1
9130,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/20/20,3/20/21,365,No,Yes,3/18/20,3/25/20,On,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,1,1,1,1
9158,ESP,Limited,INITIAL_PURCHASE,Web,38.22,USD,3/25/20,6/28/20,95,No,Yes,3/25/20,3/28/20,On,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,1,1,1,1
9167,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/16/19,3/19/20,94,No,Yes,12/16/19,12/19/19,Off,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,1,1,1,1
9181,FRA,Limited,RENEWAL,Web,79,USD,6/8/19,12/8/19,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,195,19,0,7,0,2,1,1,1
9182,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/23/19,3/23/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,25,19,0,3,0,1,1,1,1
9185,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/13/19,3/13/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,0,0,0,0,0,1,1,1,1
9191,ESC,Limited,RENEWAL,Web,35.97,USD,12/14/19,6/14/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,1,1,1,1
9192,ESP,Limited,INITIAL_PURCHASE,Web,71.94,USD,11/21/19,5/21/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0,1,1,1,1
9194,ESP,Limited,RENEWAL,Web,79,USD,7/24/19,4/27/20,278,No,Yes,7/24/19,7/27/19,On,US/Canada,Consumer,Web,Yes,Yes,6,4,0,1,0,1,1,1,1
9201,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/2/20,5/2/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,11,1,0,1,0,1,1,1,1
9204,ESP,Limited,RENEWAL,Web,35.97,USD,12/24/19,6/24/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,1,1,1,1
9208,ALL,Limited,INITIAL_PURCHASE,Web,101.06,USD,3/31/20,3/31/21,365,Yes,Yes,3/28/20,3/31/20,Off,US/Canada,Consumer,Web,No,Yes,7,7,4,3,2,1,1,1,1
9211,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/6/20,5/6/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,0,0,0,0,1,1,1,1
9214,POL,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/20/20,4/26/20,97,No,Yes,1/20/20,1/23/20,Off,US/Canada,Consumer,Web,No,Yes,4,3,3,1,1,1,1,1,1
9217,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/13/20,5/13/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,2,0,1,1,1,1
