ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
24276,KOR,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/21/19,2/21/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,0,0,0,0
24289,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,91,32,20,10,4
24290,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/17/20,1/1/99,28779,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,6,1,0,1,0
24293,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/31/20,6/30/20,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,3,0
24294,TUR,Limited,RENEWAL,Web,79,USD,10/19/18,10/19/19,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,160,0,0,0,0
24298,ESC,Limited,RENEWAL,Web,119,USD,10/19/19,10/19/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,10,10,0,4,0
24300,ESP,Limited,RENEWAL,Web,35.97,USD,6/19/19,6/19/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
24302,ALL,Lifetime,INITIAL_PURCHASE,Web,209.75,USD,3/24/20,1/1/99,28772,No,Yes,3/24/20,3/27/20,Off,US/Canada,Consumer,Web,Yes,Yes,112,0,0,0,0
24304,FRA,Limited,RENEWAL,Web,79,USD,1/2/19,10/2/19,273,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,68,26,0,24,0
24305,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/7/20,1/1/99,28789,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,164,30,1,16,1
24309,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,4/10/19,1/17/20,282,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,32,7,2,5,2
2050,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/19/20,1/1/99,28777,Yes,Yes,3/19/20,3/22/20,Off,US/Canada,Consumer,Web,No,Yes,12,1,1,1,1
24315,ESP,Limited,INITIAL_PURCHASE,Web,39.32,USD,3/22/20,7/3/20,103,No,Yes,3/22/20,3/25/20,On,US/Canada,Other,Web,Yes,Yes,12,6,0,1,0
24316,KOR,Limited,RENEWAL,Web,119,USD,7/20/19,7/20/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,2,0,2,0
24317,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/26/20,1/1/99,28799,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,2,0,2,0
24320,ALL,Lifetime,INITIAL_PURCHASE,Web,299,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,20,19,0,3,0
24328,ESP,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/18/19,2/18/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,0,0,0,0
24337,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,3/12/20,1/1/99,28784,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,5,1,3,1
24338,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/2/20,4/2/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
24341,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/13/19,1/13/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,15,0,0,0,0
24342,ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,3/17/20,6/23/20,98,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,11,0,0,0,0
24347,ESP,Limited,INITIAL_PURCHASE,Web,69.24,USD,3/19/20,9/19/20,184,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,15,12,12,1,1
24349,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/29/20,1/1/99,28796,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,27,17,5,11,2
24363,SVE,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/14/19,6/14/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,1,0,1,0
24364,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/9/20,1/1/99,28787,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,140,12,1,8,1
24367,ESP,Limited,INITIAL_PURCHASE,Web,41.26,USD,1/12/20,4/12/20,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,9,2,2,1,1
24372,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/23/20,1/1/99,28802,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,8,0,4,0
24375,ESP,Limited,RENEWAL,Web,79,USD,4/5/19,10/5/19,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24378,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/30/20,6/30/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,109,22,4,9,1
24381,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/22/20,1/1/99,28803,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,7,1,0,1,0
24385,FRA,Limited,RENEWAL,Web,79,USD,5/12/19,12/6/19,208,No,Yes,5/12/19,5/15/19,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
24386,SVE,Limited,INITIAL_PURCHASE,Web,99,USD,1/3/20,1/3/21,366,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,4,0,1,0
24387,ESP,Limited,INITIAL_PURCHASE,Web,69.9,USD,9/24/19,3/24/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,1,0,1,0
24391,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/20/19,3/19/20,181,No,Yes,9/20/19,9/23/19,Off,US/Canada,Consumer,Web,Yes,Yes,16,2,0,2,0
24403,ESP,Limited,INITIAL_PURCHASE,Web,38.22,USD,3/3/20,6/6/20,95,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,13,6,0,2,0
24406,ESP,Limited,RENEWAL,Web,79,USD,5/6/19,5/6/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
24410,ENG,Limited,RENEWAL,Web,35.97,USD,8/20/19,5/20/20,274,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,6,0,2,0
24415,RUS,Limited,INITIAL_PURCHASE,Web,39,USD,1/12/20,4/12/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,6,0,2,0
24420,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/8/20,1/1/99,28788,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24421,ALL,Lifetime,INITIAL_PURCHASE,Web,204.12,USD,2/23/20,1/1/99,28802,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,104,3,1,2,1
24422,ESP,Limited,RENEWAL,Web,119,USD,11/4/18,11/27/19,388,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
24423,JPN,Limited,INITIAL_PURCHASE,Web,39.07,USD,8/6/19,11/6/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24431,ESP,Limited,INITIAL_PURCHASE,Web,99,USD,3/19/20,3/19/22,730,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
24440,FRA,Limited,INITIAL_PURCHASE,Web,42.46,USD,11/29/19,2/29/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,6,4,2,1
24445,FRA,Limited,RENEWAL,Web,79,USD,7/11/19,1/11/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,14,0,0,0,0
24446,HEB,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/2/19,5/2/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24448,ESC,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/13/19,6/13/20,183,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,2,0,1,0
24449,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/28/19,11/28/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,191,18,6,13,3
24455,FRA,Lifetime,INITIAL_PURCHASE,Web,201.47,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,2,0,0,0,0
24460,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/25/20,1/1/99,28800,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,99,41,10,26,4
24463,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/30/19,4/30/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,3,0,2,0
24464,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,2/20/20,2/20/22,731,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,1,0,0,0,0
24466,CHI,Lifetime,INITIAL_PURCHASE,Web,49,USD,4/3/19,1/1/99,29128,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,3,3,0,2,0
24467,JPN,Limited,RENEWAL,Web,79,USD,7/13/19,1/16/20,187,No,Yes,7/13/19,7/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,8,1,0,1,0
24472,ENG,Limited,RENEWAL,Web,119,USD,10/7/19,10/7/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,0,0,0,0
24476,ENG,Limited,INITIAL_PURCHASE,Web,70.56,USD,10/24/19,4/24/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
24479,NED,Limited,RENEWAL,Web,79,USD,6/12/19,3/15/20,277,No,Yes,6/12/19,6/15/19,On,Europe,Consumer,Web,Yes,Yes,4,0,0,0,0
24480,POR,Lifetime,INITIAL_PURCHASE,Web,205.77,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0
24482,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/3/20,1/1/99,28793,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,0,0,0,0
24490,ITA,Limited,RENEWAL,Web,35.97,USD,6/19/19,6/19/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0
24491,ALL,Lifetime,INITIAL_PURCHASE,Web,218.9,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,1,0,1,0
24493,ESP,Limited,INITIAL_PURCHASE,Web,49,USD,8/8/19,2/8/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,5,2,2,1
24494,ITA,Limited,RENEWAL,Web,35.97,USD,6/4/19,6/4/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
24499,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/25/20,1/1/99,28800,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,7,0,0,0,0
24500,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/25/20,1/1/99,28800,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,137,38,5,20,2
24501,FRA,Limited,RENEWAL,Web,79,USD,5/8/19,5/8/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,10,9,0,2,0
24503,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/20/20,1/1/99,28805,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,39,13,0,10,0
24508,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,9,0,4,0
24511,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,3/26/20,9/26/20,184,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,1,0,1,0
24514,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/11/19,1/11/20,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,0,0,0,0
24515,ESP,Limited,RENEWAL,Web,169,USD,4/10/19,4/10/21,731,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,0,0,0,0
24516,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/5/20,1/1/99,28791,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
24519,ARA,Limited,INITIAL_PURCHASE,Web,13.61,USD,10/28/18,1/28/19,92,No,No,NULL,NULL,Off,Europe,Consumer,Web,Yes,Yes,19,0,0,0,0
24520,ESP,Limited,INITIAL_PURCHASE,Web,37.95,USD,12/9/19,6/12/20,186,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,6,2,3,1
24524,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/17/20,1/1/99,28779,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,253,112,49,31,11
24526,ESP,Limited,RENEWAL,Web,19.99,USD,11/15/18,8/27/19,285,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,154,5,0,3,0
24527,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,3/11/20,1/1/99,28785,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,3,0,1,0
24529,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/24/20,1/1/99,28801,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,241,239,9,138,3
24530,ENG,Limited,RENEWAL,Web,35.97,USD,12/24/19,6/24/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,6,3,0,1,0
24532,GRK,Limited,RENEWAL,Web,79,USD,5/9/19,11/9/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,41,0,0,0,0
24535,FRA,Limited,RENEWAL,Web,79,USD,8/1/19,5/1/20,274,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
24536,ESP,Limited,RENEWAL,Web,79,USD,3/8/19,3/8/20,366,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,13,0,0,0,0
24537,ALL,Lifetime,INITIAL_PURCHASE,Web,215.92,USD,3/13/20,1/1/99,28783,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,8,5,0,3,0
24538,DEU,Limited,INITIAL_PURCHASE,Web,72.53,USD,12/19/19,6/19/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,0,0,0,0
24542,ALL,Lifetime,INITIAL_PURCHASE,Web,228.69,USD,3/3/20,1/1/99,28793,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24547,ESP,Limited,RENEWAL,Web,179,USD,11/5/18,11/14/19,374,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,5,4,0,1,0
24548,ALL,Lifetime,INITIAL_PURCHASE,Web,198.45,USD,3/9/20,1/1/99,28787,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,179,50,0,29,0
24550,GLE,Limited,RENEWAL,Web,119,USD,9/21/19,9/28/20,373,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,12,4,0,3,0
24552,ESP,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/6/20,1/1/99,28819,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24559,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/21/20,1/1/99,28775,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,8,5,2,3,2
24560,ENG,Limited,RENEWAL,Web,79,USD,7/30/19,5/1/20,276,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
24562,ESP,Limited,RENEWAL,Web,35.97,USD,3/12/19,6/12/20,458,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,6,3,0,1,0
24564,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/2/20,1/1/99,28794,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,0,0,0,0
24565,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/19/19,4/19/20,183,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,0,0,0,0
24566,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/8/20,1/1/99,28788,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,104,49,9,14,3
24568,FRA,Limited,INITIAL_PURCHASE,Web,39.16,USD,3/18/20,6/22/20,96,No,Yes,3/18/20,3/21/20,On,US/Canada,Consumer,Web,No,Yes,5,5,2,2,1
24570,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/16/20,5/16/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24571,ESP,Limited,RENEWAL,Web,79,USD,11/9/19,5/9/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,7,0,2,0
24574,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/5/19,7/8/20,338,No,Yes,8/5/19,8/8/19,On,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
24576,ESP,Limited,RENEWAL,Web,79,USD,5/5/19,11/5/19,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,88,2,0,2,0
24577,ALL,Lifetime,INITIAL_PURCHASE,Web,211.54,USD,3/16/20,1/1/99,28780,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,41,36,25,7,4
24578,FRA,Limited,INITIAL_PURCHASE,Web,37.77,USD,5/4/19,6/4/20,397,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0
24582,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/16/20,3/16/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24586,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/22/19,12/22/19,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24590,ALL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,3/7/20,1/1/99,28789,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0
24593,FRA,Limited,RENEWAL,Web,79,USD,4/22/19,1/22/20,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,11,4,0,3,0
24596,ALL,Limited,INITIAL_PURCHASE,Web,102.35,USD,3/13/20,3/13/21,365,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,9,3,0,2,0
24602,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,6,6,6,1,1
24612,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/22/19,11/22/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,109,1,0,1,0
24614,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,12/8/19,3/8/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,28,16,3,6,1
24619,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/7/20,1/1/99,28789,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,2,0,1,0
24620,KOR,Limited,RENEWAL,Web,79,USD,10/8/18,10/9/19,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
24621,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/27/20,1/1/99,28798,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,111,7,4,6,3
24628,ALL,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,3/27/20,1/1/99,28769,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,9,7,2,2,1
24633,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/3/19,3/3/20,182,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,22,8,0,2,0
24636,ESP,Limited,RENEWAL,Web,79,USD,11/1/18,2/1/20,457,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,83,1,1,1,1
24637,ESP,Limited,RENEWAL,Web,35.97,USD,9/28/19,6/28/20,274,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
24640,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/28/20,1/1/99,28768,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,170,11,1,11,1
24647,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/8/19,1/8/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,22,0,0,0,0
24648,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/9/20,1/1/99,28787,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
4921,ESP,Limited,INITIAL_PURCHASE,Web,42.8,USD,3/29/20,7/2/20,95,No,Yes,3/14/20,3/17/20,Off,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0
24661,CHI,Limited,RENEWAL,Web,79,USD,3/1/19,12/1/19,275,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,35,3,0,3,0
24662,ESP,Limited,RENEWAL,Web,79,USD,5/9/19,5/17/20,374,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,3,1,0,1,0
24670,ESP,Limited,RENEWAL,Web,35.97,USD,8/21/19,5/24/20,277,No,Yes,8/21/19,8/24/19,On,Other,Consumer,Web,Yes,Yes,7,7,0,2,0
24671,ALL,Lifetime,INITIAL_PURCHASE,Web,201.47,USD,2/26/20,1/1/99,28799,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,101,9,1,5,1
24673,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/21/19,12/21/19,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
24677,FRA,Limited,RENEWAL,Web,35.97,USD,7/22/19,7/22/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,11,9,0,2,0
24679,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/27/20,3/27/21,365,No,Yes,3/23/20,3/26/20,On,US/Canada,Consumer,Web,Yes,Yes,8,4,0,2,0
24682,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,2,0,1,0
24683,POR,Lifetime,INITIAL_PURCHASE,Web,189,USD,1/5/20,1/1/99,28851,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,5,2,0,2,0
24684,ESP,Limited,RENEWAL,Web,79,USD,8/3/19,5/6/20,277,No,Yes,8/3/19,8/6/19,On,US/Canada,Consumer,Web,Yes,Yes,12,12,0,4,0
24687,TGL,Lifetime,INITIAL_PURCHASE,Web,199,USD,11/20/19,1/1/99,28897,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,1,1,0,1,0
24689,ALL,Limited,RENEWAL,Web,179,USD,3/31/19,3/31/21,731,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
24697,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/9/20,1/1/99,28787,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,145,8,6,3,1
24699,HIN,Limited,RENEWAL,Web,79,USD,5/4/19,11/9/19,189,No,Yes,5/4/19,5/7/19,Off,US/Canada,Consumer,Web,Yes,Yes,18,0,0,0,0
24704,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,3/9/20,1/1/99,28787,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,196,192,0,146,0
24708,DEU,Limited,INITIAL_PURCHASE,Web,41.63,USD,7/14/19,10/17/19,95,No,Yes,7/14/19,7/17/19,On,US/Canada,Consumer,Web,Yes,Yes,187,47,1,32,1
24713,ITA,Limited,INITIAL_PURCHASE,Web,143.76,USD,7/1/19,7/1/21,731,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,2,0,0,0,0
24716,ESP,Limited,RENEWAL,Web,35.97,USD,7/5/19,7/8/20,369,No,Yes,7/5/19,7/8/19,On,US/Canada,Consumer,Web,Yes,Yes,4,2,0,1,0
24718,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/9/19,10/9/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,65,0,0,0,0
24719,ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,3/10/20,1/1/99,28786,No,Yes,2/29/20,3/3/20,Off,US/Canada,Consumer,Web,Yes,Yes,12,2,1,2,1
24720,ESP,Limited,RENEWAL,Web,35.97,USD,11/29/19,5/29/20,182,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,4,2,0,2,0
24723,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,1/3/20,4/3/20,91,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,17,10,3,5,1
24724,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/20/19,11/20/19,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,53,7,0,5,0
24725,SVE,Limited,INITIAL_PURCHASE,Web,38.85,USD,2/3/20,5/3/20,90,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,14,3,0,2,0
24730,ESP,Limited,RENEWAL,Web,35.97,USD,6/5/19,6/5/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,7,7,3,3,1
24732,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/26/20,7/20/20,176,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,185,97,46,44,8
24733,ESC,Limited,RENEWAL,Web,19.99,USD,10/30/18,5/5/20,553,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,5,4,0,1,0
24735,ESP,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/20/20,1/1/99,28776,No,No,NULL,NULL,Off,US/Canada,Other,Web,Yes,Yes,6,0,0,0,0
24736,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/28/20,1/1/99,28797,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,8,0,0,0,0
24737,CHI,Limited,INITIAL_PURCHASE,Web,101.92,USD,7/5/19,7/5/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
24738,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/20,6/27/20,95,No,Yes,3/24/20,3/27/20,On,US/Canada,Consumer,Web,No,Yes,3,3,0,1,0
